EvaluationID,SlopeCollected,SlopeStartTransect,SlopeEndTransect,SlopeReachLength,TotalElevationChangePass1,TotalElevationChangePass2,TotalElevationChangePass3,SlopeMethod,SlopeFlag,PoolsCollected,PoolReachLength,RecordID
MN-LS-1014_2021-06-12,Fully Collected,A,K,150,6.8,6.78,,Transit,Within 10 percent,Fully Collected,150,MN-LS-1014_2021-06-12
MN-SS-1104_2021-06-14,Fully Collected,A,K,150,6.97,6.83,,Transit,Within 10 percent,Fully Collected,150,MN-SS-1104_2021-06-14
UC-TR-46751_2021-06-13,Fully Collected,A,K,150,4.53,4.48,,Transit,Within 10 percent,Fully Collected,150,UC-TR-46751_2021-06-13
WE-TR-12867_2021-06-13,Fully Collected,A,K,150,0.58,0.57,,Transit,Within 10 percent,Fully Collected,150,WE-TR-12867_2021-06-13
WE-TR-14555_2021-06-14,Fully Collected,A,K,150,1.42,1.3,,Transit,Within 10 percent,Fully Collected,150,WE-TR-14555_2021-06-14
BR-LS-52356_2021-06-08,Fully Collected,A,K,334,2.93,2.86,,Transit,Within 10 percent,Fully Collected,334,BR-LS-52356_2021-06-08
BR-TR-12838_2021-06-10,Fully Collected,A,K,150,4.55,4.49,,Transit,Within 10 percent,Fully Collected,150,BR-TR-12838_2021-06-10
BR-SS-68724_2021-06-12,Fully Collected,A,K,150,29.09,28.87,,Transit,Within 10 percent,Fully Collected,150,BR-SS-68724_2021-06-12
BR-SS-74612_2021-06-13,Fully Collected,A,K,150,4.46,4.09,,Hand Level,Within 10 percent,Fully Collected,150,BR-SS-74612_2021-06-13
RA-SS-12569_2021-06-08,Fully Collected,A,K,150,7.06,7.75,,Transit,Within 10 percent,Fully Collected,150,RA-SS-12569_2021-06-08
RA-SS-11801_2021-06-10,Fully Collected,A,K,150,1.68,1.7,,Transit,Within 10 percent,Fully Collected,150,RA-SS-11801_2021-06-10
RA-SS-11545_2021-06-11,Fully Collected,A,K,150,16.85,16.77,,Hand Level,Within 10 percent,Fully Collected,150,RA-SS-11545_2021-06-11
RA-SS-12037_2021-06-13,Fully Collected,A,K,150,1.05,1.03,,Transit,Within 10 percent,No Flow Not Collected,0,RA-SS-12037_2021-06-13
CO-LS-58070_2021-06-14,Fully Collected,A,K,150,0.87,0.88,,Transit,Within 10 percent,Collected No Pools Present,150,CO-LS-58070_2021-06-14
ENO-SS-1067_2021-06-08,Partially Collected,A,F,75,3.22,3.13,,Transit,Within 10 percent,Fully Collected,150,ENO-SS-1067_2021-06-08
ENO-LS-1079_2021-06-10,Fully Collected,A,K,156,0.83,0.85,,Transit,Within 10 percent,Collected No Pools Present,156,ENO-LS-1079_2021-06-10
ENO-LS-1074_2021-06-11,Fully Collected,A,K,150,0.93,0.95,,Transit,Within 10 percent,Fully Collected,150,ENO-LS-1074_2021-06-11
TU-SS-74156_2021-06-12,Fully Collected,A,K,150,8.64,8.65,,Transit,Within 10 percent,Collected No Pools Present,150,TU-SS-74156_2021-06-12
ENO-SS-1063_2021-06-14,Not Collected,,,,,,,null,,Fully Collected,150,ENO-SS-1063_2021-06-14
FMD-TR-013_2021-06-11,Fully Collected,A,K,150,4.87,4.85,,Transit,Within 10 percent,Fully Collected,150,FMD-TR-013_2021-06-11
FMD-TR-007_2021-06-12,Fully Collected,A,K,150,0.63,0.61,,Transit,Within 10 percent,Fully Collected,150,FMD-TR-007_2021-06-12
TA-LS-15090_2021-06-13,Fully Collected,A,K,150,1.28,1.29,,Transit,Within 10 percent,Fully Collected,150,TA-LS-15090_2021-06-13
TA-TR-17450_2021-06-14,Fully Collected,A,K,150,2.38,2.3,,Transit,Within 10 percent,Fully Collected,150,TA-TR-17450_2021-06-14
XS-LS-6017_2021-06-14,Fully Collected,A,K,150,6.52,6.34,,Transit,Within 10 percent,Fully Collected,150,XS-LS-6017_2021-06-14
KE-TR-24707_2021-06-08,Fully Collected,A,K,150,1.72,1.72,,Transit,Within 10 percent,Fully Collected,150,KE-TR-24707_2021-06-08
KE-TR-21491_2021-06-09,Fully Collected,A,K,150,1.64,1.66,,Transit,Within 10 percent,Fully Collected,150,KE-TR-21491_2021-06-09
KE-TR-1233_2021-06-10,Fully Collected,A,K,150,1.92,1.93,,Transit,Within 10 percent,Fully Collected,150,KE-TR-1233_2021-06-10
KE-TR-14806_2021-06-12,Fully Collected,A,K,150,1.64,1.64,,Transit,Within 10 percent,Fully Collected,150,KE-TR-14806_2021-06-12
PI-TR-17249_2021-06-13,Fully Collected,A,K,150,1.18,1.18,,Transit,Within 10 percent,Fully Collected,150,PI-TR-17249_2021-06-13
PI-TR-14112_2021-06-14,Fully Collected,A,K,150,0.77,0.77,,Transit,Within 10 percent,Fully Collected,150,PI-TR-14112_2021-06-14
FR-TR-1395_2021-06-13,Fully Collected,A,K,150,16.89,16.73,,Transit,Within 10 percent,Fully Collected,150,FR-TR-1395_2021-06-13
SV-TR-6196_2021-06-15,Fully Collected,A,K,150,6.33,6.37,,Transit,Within 10 percent,Fully Collected,150,SV-TR-6196_2021-06-15
SU-LS-8326_2021-06-10,Fully Collected,A,K,150,1.98,2.1,,Transit,Within 10 percent,Fully Collected,150,SU-LS-8326_2021-06-10
SU-SS-8318_2021-06-12,Fully Collected,A,K,150,8.91,9.65,,Transit,Within 10 percent,Collected No Pools Present,150,SU-SS-8318_2021-06-12
HC-SS-8456_2021-06-13,Fully Collected,A,K,150,4.64,4.69,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,142.5,HC-SS-8456_2021-06-13
BS-RV-1032_2021-06-15,Fully Collected,A,K,857,0.94,0.97,,Transit,Within 10 percent,Fully Collected,857,BS-RV-1032_2021-06-15
CR-SS-11501_2021-06-13,Fully Collected,A,K,150,19.21,21.04,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,120,CR-SS-11501_2021-06-13
BW-TR-30307_2021-06-12,Fully Collected,A,K,150,1.26,1.35,,Transit,Within 10 percent,No Flow Not Collected,0,BW-TR-30307_2021-06-12
BW-TR-43754_2021-06-14,Fully Collected,A,K,150,1.59,1.57,,Transit,Within 10 percent,Fully Collected,150,BW-TR-43754_2021-06-14
RI-TR-41071_2021-06-15,Fully Collected,A,K,150,17.27,17.44,,Transit,Within 10 percent,Fully Collected,150,RI-TR-41071_2021-06-15
CAS-SS-1008_2021-06-09,Fully Collected,A,K,150,0.98,0.96,,Transit,Within 10 percent,Fully Collected,150,CAS-SS-1008_2021-06-09
CAS-SS-1016_2021-06-10,Fully Collected,A,K,150,2.55,2.57,,Transit,Within 10 percent,Fully Collected,150,CAS-SS-1016_2021-06-10
CAS-SS-1014_2021-06-12,Fully Collected,A,K,150,4.62,4.6,,Transit,Within 10 percent,Fully Collected,150,CAS-SS-1014_2021-06-12
CAS-SS-1010_2021-06-13,Fully Collected,A,K,150,5.64,5.63,,Transit,Within 10 percent,Fully Collected,150,CAS-SS-1010_2021-06-13
BS-SS-1060_2021-06-16,Fully Collected,A,K,150,13.3,12.78,,Transit,Within 10 percent,Fully Collected,150,BS-SS-1060_2021-06-16
WD-TR-021_2021-06-16,Fully Collected,A,K,150,0.76,0.76,,Transit,Within 10 percent,Fully Collected,150,WD-TR-021_2021-06-16
WD-TR-020_2021-06-17,Fully Collected,A,K,150,1.27,1.26,,Transit,Within 10 percent,Fully Collected,150,WD-TR-020_2021-06-17
BS-LS-1072_2021-06-17,Fully Collected,A,K,150,1.65,1.64,,Transit,Within 10 percent,Fully Collected,150,BS-LS-1072_2021-06-17
CA-RV-1024_2021-06-12,Fully Collected,A,K,150,0.38,0.38,,Transit,Within 10 percent,Fully Collected,150,CA-RV-1024_2021-06-12
RO-LS-1145_2021-06-15,Fully Collected,A,K,150,0.84,0.77,,Transit,Within 10 percent,Fully Collected,150,RO-LS-1145_2021-06-15
CC-TR-69008_2021-06-15,Fully Collected,A,K,150,4.53,4.57,,Transit,Within 10 percent,Fully Collected,150,CC-TR-69008_2021-06-15
XS-LS-6020_2021-06-17,Fully Collected,A,K,150,2.33,2.31,,Transit,Within 10 percent,Fully Collected,150,XS-LS-6020_2021-06-17
WD-TR-1359_2021-06-18,Fully Collected,A,K,150,1.06,1.03,,Transit,Within 10 percent,Collected No Pools Present,150,WD-TR-1359_2021-06-18
BS-SS-1064_2021-06-18,Fully Collected,A,K,150,17.87,18.56,,Transit,Within 10 percent,Fully Collected,150,BS-SS-1064_2021-06-18
BS-RV-1042_2021-06-19,Fully Collected,A,K,150,0.65,0.7,,Transit,Within 10 percent,Fully Collected,150,BS-RV-1042_2021-06-19
XE-RO-5083_2021-06-17,Fully Collected,A,K,150,1.74,1.72,,Transit,Within 10 percent,No Flow Not Collected,0,XE-RO-5083_2021-06-17
XS-RO-6083_2021-06-14,Fully Collected,A,K,164,1.36,1.34,,Transit,Within 10 percent,Fully Collected,164,XS-RO-6083_2021-06-14
XE-RO-5092_2021-06-16,Fully Collected,A,K,1058,1.29,1.26,,Transit,Within 10 percent,Collected No Pools Present,1058,XE-RO-5092_2021-06-16
XE-RO-5082_2021-06-15,Fully Collected,A,K,624,0.35,0.33,,Transit,Within 10 percent,Collected No Pools Present,624,XE-RO-5082_2021-06-15
SL-SS-10001_2021-06-22,Fully Collected,A,K,150,2.88,2.87,,Transit,Within 10 percent,Collected No Pools Present,150,SL-SS-10001_2021-06-22
MN-SS-1121_2021-06-22,Fully Collected,A,K,150,16.01,15.41,,Transit,Within 10 percent,Fully Collected,150,MN-SS-1121_2021-06-22
BS-SS-1074_2021-06-21,Fully Collected,A,K,150,4.29,4.39,,Transit,Within 10 percent,Collected No Pools Present,150,BS-SS-1074_2021-06-21
BS-SS-1048_2021-06-22,Fully Collected,A,K,150,3.86,4.86,4.84,Transit,Within 10 percent,Fully Collected,150,BS-SS-1048_2021-06-22
RI-LS-1222_2021-06-16,Fully Collected,A,K,150,3.38,3.31,,Transit,Within 10 percent,Fully Collected,150,RI-LS-1222_2021-06-16
RI-TR-13773_2021-06-17,Fully Collected,A,K,150,5.53,5.57,,Transit,Within 10 percent,Fully Collected,150,RI-TR-13773_2021-06-17
XE-SS-5143_2021-06-19,Fully Collected,A,K,150,0.7,0.75,,Transit,Within 10 percent,Fully Collected,150,XE-SS-5143_2021-06-19
GS-TR-20241_2021-06-20,Fully Collected,A,K,150,2.14,2.09,,Transit,Within 10 percent,Fully Collected,150,GS-TR-20241_2021-06-20
BS-LS-1028_2021-06-23,Fully Collected,A,K,150,5.04,5.07,,Transit,Within 10 percent,Fully Collected,150,BS-LS-1028_2021-06-23
PI-TR-19951_2021-06-22,Fully Collected,A,K,150,3.58,3.59,,Transit,Within 10 percent,Fully Collected,150,PI-TR-19951_2021-06-22
PI-TR-18840_2021-06-23,Fully Collected,A,K,150,0.36,0.33,,Transit,Within 10 percent,Fully Collected,150,PI-TR-18840_2021-06-23
MN-LS-1061_2021-06-23,Fully Collected,A,K,231,2.36,2.35,,Transit,Within 10 percent,Fully Collected,231,MN-LS-1061_2021-06-23
BW-TR-25781_2021-06-24,Fully Collected,A,K,150,1.32,1.32,,Transit,Within 10 percent,Fully Collected,150,BW-TR-25781_2021-06-24
BY-RV-1007_2021-06-23,Fully Collected,A,K,150,0.99,0.97,,Transit,Within 10 percent,Fully Collected,150,BY-RV-1007_2021-06-23
BY-SS-1019_2021-06-24,Fully Collected,A,K,150,9.32,9.37,,Transit,Within 10 percent,Fully Collected,150,BY-SS-1019_2021-06-24
BY-SS-1003_2021-06-25,Fully Collected,A,K,150,8.76,8.78,,Transit,Within 10 percent,Collected No Pools Present,150,BY-SS-1003_2021-06-25
PI-TR-1361_2021-06-25,Fully Collected,A,K,150,1.63,1.63,,Transit,Within 10 percent,Fully Collected,150,PI-TR-1361_2021-06-25
XN-LS-4007_2021-06-25,Fully Collected,A,K,150,3.65,3.64,,Transit,Within 10 percent,Fully Collected,150,XN-LS-4007_2021-06-25
UC-RV-10317_2021-06-23,Fully Collected,A,K,430,0.13,0.14,,Transit,Within 10 percent,Fully Collected,430,UC-RV-10317_2021-06-23
SV-SS-12642_2021-06-23,Fully Collected,A,K,150,5.84,6.19,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,143,SV-SS-12642_2021-06-23
TA-RV-10018_2021-06-25,Fully Collected,A,K,150,1.32,1.32,,Transit,Within 10 percent,Fully Collected,150,TA-RV-10018_2021-06-25
TA-RV-14114_2021-06-26,Fully Collected,A,K,150,1.42,1.14,1.49,Transit,Within 10 percent,Fully Collected,150,TA-RV-14114_2021-06-26
AO-LS-1111_2021-06-25,Fully Collected,A,K,150,9.63,9.57,,Transit,Within 10 percent,Fully Collected,150,AO-LS-1111_2021-06-25
XN-SS-4164_2021-06-26,Fully Collected,A,K,150,12.55,12.56,,Transit,Within 10 percent,Fully Collected,150,XN-SS-4164_2021-06-26
BW-TR-13754_2021-06-25,Fully Collected,A,K,302,3.09,2.91,,Transit,Within 10 percent,Fully Collected,302,BW-TR-13754_2021-06-25
PC-TR-57288_2021-06-25,Fully Collected,A,K,150,3.35,3.55,,Transit,Within 10 percent,Fully Collected,150,PC-TR-57288_2021-06-25
TR-RV-10034_2021-06-26,Fully Collected,A,K,315,1.63,1.54,,Transit,Within 10 percent,Collected No Pools Present,315,TR-RV-10034_2021-06-26
SU-SS-8322_2021-06-24,Fully Collected,A,K,150,19.73,19.68,,Transit,Within 10 percent,Fully Collected,150,SU-SS-8322_2021-06-24
SU-SS-8354_2021-06-25,Partially Collected,F,K,75,3.84,3.93,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,67.5,SU-SS-8354_2021-06-25
SU-SS-8359_2021-06-26,Fully Collected,A,K,150,7.21,7.07,,Transit,Within 10 percent,Fully Collected,150,SU-SS-8359_2021-06-26
SV-TR-17140_2021-06-27,Fully Collected,A,K,150,5.55,5.58,,Transit,Within 10 percent,Fully Collected,150,SV-TR-17140_2021-06-27
CO-LS-57254_2021-06-22,Fully Collected,A,K,150,1.46,1.49,,Transit,Within 10 percent,Fully Collected,150,CO-LS-57254_2021-06-22
CO-LS-48038_2021-06-23,Fully Collected,A,K,150,3.51,3.71,,Transit,Within 10 percent,Fully Collected,150,CO-LS-48038_2021-06-23
CO-RV-66854_2021-06-24,Fully Collected,A,K,150,0.41,0.36,0.37,Transit,Within 10 percent,Fully Collected,150,CO-RV-66854_2021-06-24
CO-RV-43302_2021-06-25,Fully Collected,A,K,150,0.4,0.4,,Transit,Within 10 percent,No Flow Not Collected,0,CO-RV-43302_2021-06-25
CO-LS-38118_2021-06-26,Fully Collected,A,K,150,0.6,0.65,,Transit,Within 10 percent,Collected No Pools Present,150,CO-LS-38118_2021-06-26
CO-LS-21734_2021-06-27,Fully Collected,A,K,150,2.19,2.2,,Transit,Within 10 percent,Collected No Pools Present,150,CO-LS-21734_2021-06-27
WR-TR-74647_2021-06-27,Fully Collected,A,K,150,3.8,3.8,,Transit,Within 10 percent,Fully Collected,150,WR-TR-74647_2021-06-27
OT-LS-7009_2021-06-23,Fully Collected,A,K,150,2.7,2.96,,Transit,Within 10 percent,Fully Collected,150,OT-LS-7009_2021-06-23
PI-TR-18451_2021-06-26,Fully Collected,A,K,150,4.19,4.21,,Transit,Within 10 percent,Fully Collected,150,PI-TR-18451_2021-06-26
RS-TR-22957_2021-06-27,Fully Collected,A,K,150,0.21,0.21,,Transit,Within 10 percent,Fully Collected,150,RS-TR-22957_2021-06-27
RS-TR-19448_2021-06-28,Fully Collected,A,K,150,0.14,0.14,,Transit,Within 10 percent,Fully Collected,150,RS-TR-19448_2021-06-28
TR-TR-78788_2021-06-28,Fully Collected,A,K,150,0.39,0.39,,Transit,Within 10 percent,Fully Collected,150,TR-TR-78788_2021-06-28
XN-LS-4059_2021-06-27,Fully Collected,A,K,150,2.58,2.63,,Transit,Within 10 percent,Fully Collected,150,XN-LS-4059_2021-06-27
XN-SS-4100_2021-06-28,Fully Collected,A,K,150,7.54,7.51,,Transit,Within 10 percent,Fully Collected,150,XN-SS-4100_2021-06-28
FMD-TR-001_2021-06-27,Fully Collected,A,K,150,4.54,4.75,,Transit,Within 10 percent,Fully Collected,150,FMD-TR-001_2021-06-27
FMD-TR-003_2021-06-28,Fully Collected,A,K,150,10.78,10.67,,Transit,Within 10 percent,Fully Collected,142.5,FMD-TR-003_2021-06-28
SA-SS-11130_2021-06-22,Fully Collected,A,K,150,23.53,23.36,,Transit,Within 10 percent,Fully Collected,150,SA-SS-11130_2021-06-22
IF-SS-10362_2021-06-24,Fully Collected,A,K,150,18.57,18.48,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,145,IF-SS-10362_2021-06-24
SA-SS-11274_2021-06-26,Fully Collected,A,K,150,11.91,10.97,,Transit,Within 10 percent,Fully Collected,150,SA-SS-11274_2021-06-26
SA-SS-15370_2021-06-27,Fully Collected,A,K,150,2.46,2.47,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,140,SA-SS-15370_2021-06-27
SA-TR-64526_2021-06-28,Fully Collected,A,K,150,7.76,7.82,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,148,SA-TR-64526_2021-06-28
PS-TR-21427_2021-06-27,Fully Collected,A,K,150,5.39,5.42,,Transit,Within 10 percent,Fully Collected,150,PS-TR-21427_2021-06-27
PS-TR-42711_2021-06-28,Fully Collected,A,K,150,5.85,5.79,,Transit,Within 10 percent,Fully Collected,150,PS-TR-42711_2021-06-28
SF-TR-12067_2021-06-22,Partially Collected,F,J,60,6.99,6.97,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,60,SF-TR-12067_2021-06-22
XN-SS-4120_2021-06-24,Fully Collected,A,K,150,10.59,10.32,,Hand Level,Within 10 percent,Fully Collected,150,XN-SS-4120_2021-06-24
NW-SS-9267_2021-06-27,Fully Collected,A,K,150,10.93,10.89,,Transit,Within 10 percent,Fully Collected,150,NW-SS-9267_2021-06-27
BR-TR-13759_2021-06-28,Fully Collected,A,K,150,4.71,4.68,,Transit,Within 10 percent,Fully Collected,150,BR-TR-13759_2021-06-28
WR-TR-13089_2021-06-28,Fully Collected,A,K,150,2.61,2.61,,Transit,Within 10 percent,Fully Collected,150,WR-TR-13089_2021-06-28
AO-LS-1112_2021-06-27,Fully Collected,A,K,150,14.38,14.26,,Transit,Within 10 percent,Fully Collected,150,AO-LS-1112_2021-06-27
SU-SS-8366_2021-06-28,Fully Collected,A,K,150,16.34,16.22,,Transit,Within 10 percent,Fully Collected,150,SU-SS-8366_2021-06-28
RA-LS-12697_2021-06-22,Fully Collected,A,K,150,0.66,0.67,,Transit,Within 10 percent,Fully Collected,150,RA-LS-12697_2021-06-22
RA-TR-10788_2021-06-23,Fully Collected,A,K,150,0.88,0.87,,Transit,Within 10 percent,Fully Collected,150,RA-TR-10788_2021-06-23
RA-TR-11334_2021-06-26,Fully Collected,A,K,210,0.65,0.66,,Transit,Within 10 percent,Fully Collected,210,RA-TR-11334_2021-06-26
RA-LS-15193_2021-06-27,Fully Collected,A,K,150,0.54,0.54,,Transit,Within 10 percent,Fully Collected,150,RA-LS-15193_2021-06-27
RA-TR-1344_2021-06-28,Fully Collected,A,K,150,1.29,1.27,,Transit,Within 10 percent,Fully Collected,150,RA-TR-1344_2021-06-28
ENO-LS-1068_2021-06-22,Fully Collected,A,K,150,3.11,3.36,,Transit,Within 10 percent,Fully Collected,150,ENO-LS-1068_2021-06-22
ENO-LS-1084_2021-06-23,Fully Collected,A,K,150,0.61,0.61,,Transit,Within 10 percent,Fully Collected,150,ENO-LS-1084_2021-06-23
ENO-LS-1073_2021-06-24,Fully Collected,A,K,150,0.81,0.82,,Transit,Within 10 percent,Fully Collected,150,ENO-LS-1073_2021-06-24
ENO-LS-1064_2021-06-26,Fully Collected,A,K,159,0.32,0.34,,Transit,Within 10 percent,Fully Collected,159,ENO-LS-1064_2021-06-26
ENO-LS-1080_2021-06-27,Fully Collected,A,K,150,0.42,0.39,,Transit,Within 10 percent,Fully Collected,150,ENO-LS-1080_2021-06-27
ENO-LS-1065_2021-06-28,Fully Collected,A,K,156,0.45,0.19,0.2,Transit,Within 10 percent,Fully Collected,156,ENO-LS-1065_2021-06-28
SH-SS-1005_2021-06-26,Fully Collected,A,K,150,6.05,6.06,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,75,SH-SS-1005_2021-06-26
SH-LS-1028_2021-06-28,Fully Collected,A,K,207,2.17,2.2,,Transit,Within 10 percent,Fully Collected,207,SH-LS-1028_2021-06-28
TA-SS-38882_2021-06-29,Fully Collected,A,K,150,2.82,2.87,,Transit,Within 10 percent,Fully Collected,150,TA-SS-38882_2021-06-29
CAS-SS-1021_2021-06-22,Fully Collected,A,K,150,2.72,2.71,,Transit,Within 10 percent,Fully Collected,150,CAS-SS-1021_2021-06-22
CAS-SS-1030_2021-06-23,Fully Collected,A,K,150,2.67,2.65,,Transit,Within 10 percent,No Flow Not Collected,0,CAS-SS-1030_2021-06-23
CAS-SS-1025_2021-06-24,Fully Collected,A,K,150,3.43,3.49,,Transit,Within 10 percent,Fully Collected,150,CAS-SS-1025_2021-06-24
CAS-LS-1007_2021-06-25,Fully Collected,A,K,150,0.08,0.06,0.06,Transit,Within 10 percent,No Flow Not Collected,0,CAS-LS-1007_2021-06-25
CAS-RV-1024_2021-06-26,Fully Collected,A,K,150,0.1,0.03,0.1,Transit,Within 10 percent,Collected No Pools Present,150,CAS-RV-1024_2021-06-26
BY-LS-1025_2021-06-22,Fully Collected,A,K,150,2.91,2.3,2.73,Transit,Within 10 percent,Fully Collected,150,BY-LS-1025_2021-06-22
BY-LS-1009_2021-06-23,Fully Collected,A,K,150,4.41,4.34,,Transit,Within 10 percent,Fully Collected,150,BY-LS-1009_2021-06-23
BY-SS-1022_2021-06-24,Fully Collected,A,K,150,6.3,6.29,,Transit,Within 10 percent,Fully Collected,150,BY-SS-1022_2021-06-24
BY-LS-1018_2021-06-25,Fully Collected,A,K,150,7.23,7.21,,Transit,Within 10 percent,Fully Collected,150,BY-LS-1018_2021-06-25
BY-SS-1010_2021-06-26,Fully Collected,A,K,150,6.23,6.21,,Transit,Within 10 percent,Fully Collected,150,BY-SS-1010_2021-06-26
BY-SS-1000_2021-06-27,Fully Collected,A,K,150,3.66,3.72,,Transit,Within 10 percent,Fully Collected,150,BY-SS-1000_2021-06-27
JA-SS-67816_2021-06-28,Fully Collected,A,K,150,6.06,5.92,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,120,JA-SS-67816_2021-06-28
LK-TR-51705_2021-06-27,Fully Collected,A,K,150,1.92,1.86,,Transit,Within 10 percent,Fully Collected,150,LK-TR-51705_2021-06-27
LK-TR-85803_2021-06-26,Fully Collected,A,K,150,1.84,1.85,,Transit,Within 10 percent,Collected No Pools Present,150,LK-TR-85803_2021-06-26
WD-TR-1027_2021-06-29,Fully Collected,A,K,150,1.39,1.37,,Transit,Within 10 percent,Fully Collected,150,WD-TR-1027_2021-06-29
WD-TR-1214_2021-06-30,Fully Collected,A,K,150,0.84,0.8,,Transit,Within 10 percent,Fully Collected,150,WD-TR-1214_2021-06-30
CO-SS-69798_2021-06-28,Fully Collected,A,K,150,15.87,15.69,,Transit,Within 10 percent,Fully Collected,150,CO-SS-69798_2021-06-28
EI-TR-44589_2021-06-12,Fully Collected,A,K,180,3.44,3.44,,Transit,Within 10 percent,Fully Collected,180,EI-TR-44589_2021-06-12
EI-TR-78072_2021-06-15,Fully Collected,A,K,150,2.37,2.44,,Transit,Within 10 percent,Fully Collected,150,EI-TR-78072_2021-06-15
WD-TR-023_2021-07-01,Fully Collected,A,K,150,1.15,1.15,,Transit,Within 10 percent,Fully Collected,150,WD-TR-023_2021-07-01
WD-TR-022_2021-07-01,Fully Collected,A,K,150,1.1,1.14,,Transit,Within 10 percent,Fully Collected,150,WD-TR-022_2021-07-01
KA-LS-1072_2021-07-02,Fully Collected,A,K,264,1.96,1.85,,Transit,Within 10 percent,Fully Collected,264,KA-LS-1072_2021-07-02
PU-SS-1020_2021-06-29,Fully Collected,A,K,150,27.31,27.3,,Transit,Within 10 percent,Fully Collected,150,PU-SS-1020_2021-06-29
PU-LS-1052_2021-06-29,Partially Collected,D,K,128.8,3.41,3.38,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,128.8,PU-LS-1052_2021-06-29
PU-SS-1008_2021-07-01,Fully Collected,A,K,150,3.43,3.35,,Transit,Within 10 percent,Fully Collected,150,PU-SS-1008_2021-07-01
MS-LS-3007_2021-07-08,Fully Collected,A,K,150,10.35,10.23,,Transit,Within 10 percent,Fully Collected,150,MS-LS-3007_2021-07-08
RS-TR-25632_2021-07-06,Fully Collected,A,K,150,0.08,0.08,,Transit,Within 10 percent,Fully Collected,150,RS-TR-25632_2021-07-06
RS-TR-24311_2021-07-07,Fully Collected,A,K,150,0.1,0.1,,Transit,Within 10 percent,Fully Collected,150,RS-TR-24311_2021-07-07
RS-TR-28279_2021-07-08,Fully Collected,A,K,150,0.3,0.3,,Transit,Within 10 percent,Fully Collected,150,RS-TR-28279_2021-07-08
LC-RV-1054_2021-07-05,Fully Collected,A,K,188,0.23,0.23,,Transit,Within 10 percent,Fully Collected,188,LC-RV-1054_2021-07-05
BS-LS-1016_2021-06-24,Fully Collected,A,K,150,0.71,0.74,,Transit,Within 10 percent,Fully Collected,150,BS-LS-1016_2021-06-24
PU-LS-1018_2021-06-27,Fully Collected,A,K,150,0.8,0.8,,Transit,Within 10 percent,Fully Collected,150,PU-LS-1018_2021-06-27
PU-RV-1056_2021-06-28,Fully Collected,A,K,234,1.7,1.68,,Transit,Within 10 percent,Fully Collected,234,PU-RV-1056_2021-06-28
PU-SS-1002_2021-07-02,Fully Collected,A,K,150,5.26,5.17,,Transit,Within 10 percent,Fully Collected,150,PU-SS-1002_2021-07-02
PU-LS-1027_2021-07-03,Fully Collected,A,K,274,0.49,0.5,,Transit,Within 10 percent,Fully Collected,274,PU-LS-1027_2021-07-03
PU-RV-1050_2021-07-04,Fully Collected,A,K,257,0.68,0.69,,Transit,Within 10 percent,Fully Collected,257,PU-RV-1050_2021-07-04
PU-LS-1035_2021-07-05,Fully Collected,A,K,150,2,1.96,,Transit,Within 10 percent,Fully Collected,150,PU-LS-1035_2021-07-05
MS-SS-3104_2021-07-09,Fully Collected,A,K,150,4.99,5.14,,Transit,Within 10 percent,Collected No Pools Present,150,MS-SS-3104_2021-07-09
MP-SS-2161_2021-07-09,Fully Collected,A,K,150,7.2,7.01,,Transit,Within 10 percent,Fully Collected,150,MP-SS-2161_2021-07-09
BSG-SS-1063_2021-07-08,Fully Collected,A,K,150,11.96,11.83,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,100,BSG-SS-1063_2021-07-08
PC-TR-15384_2021-07-08,Fully Collected,A,K,154,0.77,1.28,1.33,Transit,Within 10 percent,Fully Collected,154,PC-TR-15384_2021-07-08
SV-SS-10146_2021-07-08,Fully Collected,A,K,150,20.47,20.55,,Transit,Within 10 percent,Fully Collected,150,SV-SS-10146_2021-07-08
CR-SS-10045_2021-07-08,Fully Collected,A,K,150,3.65,4.07,4.07,Transit,Within 10 percent,Fully Collected,150,CR-SS-10045_2021-07-08
CR-TR-16997_2021-07-09,Fully Collected,A,K,150,4.17,4.12,,Transit,Within 10 percent,Fully Collected,150,CR-TR-16997_2021-07-09
RI-TR-42725_2021-07-09,Fully Collected,A,K,150,4.63,4.61,,Transit,Within 10 percent,Fully Collected,150,RI-TR-42725_2021-07-09
RI-TR-38724_2021-07-10,Fully Collected,A,K,150,6.49,6.54,,Transit,Within 10 percent,Fully Collected,150,RI-TR-38724_2021-07-10
